Date,Description,Amount,Category
23-04-2023,IGL GAS BILL,1625.9,Utilities
12-12-2024,PVR CINEMAS,834.89,Entertainment
08-05-2023,FLIPKART,640.72,Shopping
12-04-2023,BLINKIT,2457.69,Food
16-09-2023,UPI/KFC,205.85,Food
06-04-2024,HOUSE RENT,29948.77,Rent
15-06-2023,MYNTRA,5757.4,Shopping
06-11-2024,NOBROKER RENT,26262.25,Rent
05-08-2024,UPI/DECATHLON,3810.95,Shopping
12-09-2023,UPI/SWIGGY,1403.12,Food
05-01-2023,NETFLIX SUB,728.37,Entertainment
22-03-2023,FLIPKART,3290.74,Shopping
07-01-2023,FLIPKART,5437.18,Shopping
19-02-2024,FLIPKART,3085.53,Shopping
04-08-2023,UPI/DECATHLON,6199.22,Shopping
30-05-2023,BLINKIT,2124.11,Food
02-09-2023,DOMINOS PIZZA,2014.51,Food
18-02-2024,UPI/KFC,504.29,Food
11-06-2023,NETFLIX SUB,857.77,Entertainment
14-06-2024,FLIPKART,3209.4,Shopping
01-12-2024,UPI/ZOMATO,1530.19,Food
23-12-2024,MCDONALDS,206.6,Food
26-10-2023,JIO FIBER,2154.66,Utilities
16-06-2024,UNIQLO,2925.63,Shopping
24-12-2024,MCDONALDS,373.14,Food
23-11-2024,UPI/ZOMATO,1416.43,Food
18-06-2023,SPOTIFY PREMIUM,1469,Entertainment
09-06-2023,AMAZON INDIA,6864.85,Shopping
21-01-2023,UPI/KFC,2000.8,Food
15-07-2023,ZARA,7030.77,Shopping
14-06-2023,JIO FIBER,2149.3,Utilities
27-11-2024,UPI/KFC,510.32,Food
23-02-2024,UPI/RENT TRANSFER,16902.89,Rent
16-10-2024,PVR CINEMAS,419.53,Entertainment
22-08-2023,JIO FIBER,2855.53,Utilities
20-10-2024,JIO FIBER,1708.6,Utilities
26-05-2023,SALARY CREDIT - TCS,142399.59,Salary
16-02-2024,UPI/KFC,1873.16,Food
09-12-2024,STARBUCKS,1741.45,Food
21-01-2024,BOOKMYSHOW,483.53,Entertainment
19-08-2023,MCDONALDS,2362.28,Food
01-05-2023,UPI/ZOMATO,2467.43,Food
19-11-2024,AIRTEL POSTPAID,770.97,Utilities
23-04-2024,UPI/KFC,950.02,Food
08-10-2023,ZARA,7595.1,Shopping
22-09-2023,IGL GAS BILL,831.89,Utilities
27-07-2023,ZARA,4624,Shopping
17-06-2024,SPOTIFY PREMIUM,602.09,Entertainment
29-08-2024,FLIPKART,794.8,Shopping
20-06-2024,BESCOM BILL,763.34,Utilities
22-07-2024,IGL GAS BILL,520.66,Utilities
01-05-2023,HOUSE RENT,31340.05,Rent
28-07-2023,MCDONALDS,1982.45,Food
23-03-2023,BESCOM BILL,2950.13,Utilities
26-02-2024,AIRTEL POSTPAID,1243.24,Utilities
26-08-2024,BLINKIT,254.65,Food
30-08-2023,BOOKMYSHOW,1054.34,Entertainment
12-01-2023,PVR CINEMAS,325.39,Entertainment
08-04-2024,UPI/ZOMATO,1229.6,Food
07-07-2023,GROCERY STORE,561.44,Food
10-12-2023,STARBUCKS,2265.18,Food
22-11-2023,NETFLIX SUB,976.77,Entertainment
10-08-2023,MYNTRA,1668.41,Shopping
26-07-2023,PVR CINEMAS,658.84,Entertainment
22-09-2024,AMAZON INDIA,4814.71,Shopping
20-12-2023,GROWW SIP,8808.13,Investment
31-03-2023,DISNEY+ HOTSTAR,270.37,Entertainment
18-12-2023,BLINKIT,1973.2,Food
11-07-2023,NPS CONTRIBUTION,7473.62,Investment
06-08-2023,GROCERY STORE,1825.62,Food
12-06-2023,GROCERY STORE,891.89,Food
01-08-2024,UPI/KFC,1148.72,Food
14-03-2023,UPI/ZOMATO,1517.08,Food
27-09-2023,FLIPKART,4350.57,Shopping
14-08-2023,UPI/KFC,569.29,Food
26-06-2023,SPOTIFY PREMIUM,338.48,Entertainment
05-03-2023,NPS CONTRIBUTION,8953.67,Investment
01-10-2023,UPI/KFC,2207.14,Food
24-07-2023,DISNEY+ HOTSTAR,406.33,Entertainment
21-09-2024,BLINKIT,907.41,Food
10-06-2024,ACH DEBIT - HDFC HOME LOAN,35237.62,EMI
19-05-2024,NETFLIX SUB,1150.82,Entertainment
20-09-2024,UPI/ZOMATO,1003.45,Food
04-05-2024,DISNEY+ HOTSTAR,1146.45,Entertainment
26-06-2023,MYNTRA,990.13,Shopping
22-09-2023,BOOKMYSHOW,582.14,Entertainment
06-08-2023,DOMINOS PIZZA,923.13,Food
15-07-2023,FLIPKART,1038.54,Shopping
23-05-2024,NETFLIX SUB,869.64,Entertainment
25-12-2023,ZARA,7426.85,Shopping
20-01-2023,GROCERY STORE,2065.51,Food
11-09-2024,SBI HOME LOAN EMI,37167.36,EMI
22-01-2024,UPI/DECATHLON,2169.45,Shopping
13-10-2023,SPOTIFY PREMIUM,573.87,Entertainment
15-01-2023,BESCOM BILL,2081.37,Utilities
20-09-2024,UPI/KFC,1588.68,Food
28-11-2023,UNIQLO,7912.74,Shopping
10-01-2023,AIRTEL POSTPAID,2278.55,Utilities
22-02-2023,AMAZON INDIA,7660.24,Shopping
08-03-2024,FLIPKART,2126.23,Shopping
18-07-2023,STARBUCKS,531.34,Food
29-12-2024,STARBUCKS,2213.74,Food
22-09-2024,PPF TRANSFER,16303.25,Investment
30-12-2023,AMAZON INDIA,3615.19,Shopping
19-06-2024,FLIPKART,5018.99,Shopping
26-05-2023,PVR CINEMAS,904.2,Entertainment
05-03-2023,UPI/ZOMATO,1849.58,Food
27-01-2024,STARBUCKS,2285.11,Food
25-09-2023,AMAZON INDIA,1046.61,Shopping
26-11-2024,DISNEY+ HOTSTAR,1349.99,Entertainment
01-07-2024,UPI/ZOMATO,481.53,Food
23-07-2024,UPI/ZOMATO,1619.18,Food
13-03-2023,SPOTIFY PREMIUM,243.37,Entertainment
18-11-2023,UPI/SWIGGY,1023.2,Food
01-12-2023,STARBUCKS,1336.2,Food
18-08-2023,DOMINOS PIZZA,2100.56,Food
05-03-2023,AMAZON INDIA,7080.71,Shopping
22-01-2024,AMAZON INDIA,3878.34,Shopping
22-05-2023,SPOTIFY PREMIUM,1255.13,Entertainment
27-09-2023,PVR CINEMAS,1330.3,Entertainment
28-02-2024,ZERODHA BROKING,11105.86,Investment
12-07-2024,DOMINOS PIZZA,1958.96,Food
09-11-2024,AMAZON INDIA,2827.69,Shopping
26-03-2023,ACCENTURE PAYROLL,147849.27,Salary
26-02-2023,UPI/DECATHLON,6855.95,Shopping
04-08-2024,NPS CONTRIBUTION,8715.66,Investment
15-09-2023,IGL GAS BILL,1578.49,Utilities
06-05-2023,PVR CINEMAS,1029.14,Entertainment
30-04-2023,UPI/KFC,1021.49,Food
09-08-2024,UPI/SWIGGY,1159.28,Food
31-03-2024,MYNTRA,7289.14,Shopping
06-12-2023,GROWW SIP,15074.58,Investment
09-10-2024,IGL GAS BILL,1136.03,Utilities
15-12-2023,AMAZON INDIA,2901.89,Shopping
24-03-2024,GROWW SIP,15177.59,Investment
04-09-2023,AIRTEL POSTPAID,2911.89,Utilities
02-08-2023,GROCERY STORE,2268.64,Food
30-11-2024,FLIPKART,584.3,Shopping
28-12-2023,NETFLIX SUB,552.18,Entertainment
25-05-2024,ZERODHA BROKING,14812.27,Investment
16-09-2024,ZARA,2954.65,Shopping
26-09-2023,MYNTRA,510.89,Shopping
10-02-2024,UPI/KFC,305.13,Food
03-02-2023,UPI/DECATHLON,6646,Shopping
22-01-2024,NETFLIX SUB,793.34,Entertainment
13-09-2023,GROCERY STORE,682.04,Food
02-01-2023,ZARA,4029.31,Shopping
17-02-2023,MCDONALDS,1239.48,Food
03-11-2023,NETFLIX SUB,1198.99,Entertainment
22-10-2024,IGL GAS BILL,2049.36,Utilities
01-09-2023,MCDONALDS,1351.16,Food
21-03-2024,NPS CONTRIBUTION,5431.84,Investment
14-11-2023,UPI/SWIGGY,2128.14,Food
09-02-2023,BAJAJ FINSERV EMI,29972.3,EMI
04-10-2024,MCDONALDS,2029.27,Food
04-04-2024,MYNTRA,4606.82,Shopping
25-07-2023,UPI/KFC,1042.46,Food
09-04-2024,UPI/RENT TRANSFER,29623.37,Rent
27-10-2023,UNIQLO,4350.07,Shopping
14-12-2023,GROCERY STORE,1174.64,Food
29-01-2023,STARBUCKS,341.68,Food
31-10-2024,SPOTIFY PREMIUM,576.64,Entertainment
26-08-2023,MCDONALDS,401.71,Food
04-05-2024,UPI/ZOMATO,2469.35,Food
14-05-2023,IGL GAS BILL,1322.35,Utilities
20-10-2023,BLINKIT,1927.56,Food
13-10-2023,UPI/DECATHLON,1718.51,Shopping
05-12-2023,NETFLIX SUB,791.98,Entertainment
04-12-2023,MCDONALDS,1004.1,Food
24-04-2024,AIRTEL POSTPAID,2823.07,Utilities
26-07-2024,MCDONALDS,1601.53,Food
28-03-2024,DISNEY+ HOTSTAR,1047.73,Entertainment
14-05-2024,DISNEY+ HOTSTAR,1168.9,Entertainment
17-11-2023,ZERODHA BROKING,7953.42,Investment
03-09-2024,GROCERY STORE,1954.71,Food
07-04-2023,UPI/ZOMATO,2149.34,Food
22-06-2024,DISNEY+ HOTSTAR,536.53,Entertainment
15-04-2023,SPOTIFY PREMIUM,1031.37,Entertainment
15-01-2024,IGL GAS BILL,1143.51,Utilities
18-11-2023,BOOKMYSHOW,716.65,Entertainment
15-11-2024,AIRTEL POSTPAID,946.71,Utilities
15-05-2024,IGL GAS BILL,1693.88,Utilities
05-06-2024,MYNTRA,1111.32,Shopping
16-04-2023,UPI/KFC,1549.76,Food
01-04-2023,FLIPKART,2196.78,Shopping
22-10-2024,UPI/KFC,2034.58,Food
11-01-2023,NETFLIX SUB,1320.54,Entertainment
07-07-2023,NETFLIX SUB,305.89,Entertainment
04-11-2023,BESCOM BILL,1047.69,Utilities
07-09-2024,MCDONALDS,812.87,Food
20-11-2024,NPS CONTRIBUTION,17119.99,Investment
05-03-2023,ZARA,1833.54,Shopping
13-04-2024,ZERODHA BROKING,10886.84,Investment
08-02-2024,FLIPKART,1420.75,Shopping
22-02-2023,MCDONALDS,2259.59,Food
17-05-2023,GROCERY STORE,1317.71,Food
06-06-2024,AMAZON INDIA,2501.87,Shopping
01-02-2023,BOOKMYSHOW,702.39,Entertainment
11-08-2024,AMAZON INDIA,2163.64,Shopping
03-09-2024,UPI/ZOMATO,2062.23,Food
29-02-2024,UPI/SWIGGY,1748.55,Food
10-03-2024,ZARA,2385.05,Shopping
06-10-2023,UPI/ZOMATO,928.7,Food
08-01-2024,BESCOM BILL,679.58,Utilities
07-08-2023,UPI/KFC,2081.66,Food
12-09-2024,UPI/KFC,1937.08,Food
06-08-2024,UPI/ZOMATO,659.95,Food
06-09-2024,PVR CINEMAS,967.8,Entertainment
01-01-2023,UNIQLO,3197.18,Shopping
14-09-2024,UNIQLO,6076.07,Shopping
26-09-2023,DISNEY+ HOTSTAR,917.6,Entertainment
05-04-2024,JIO FIBER,2840.41,Utilities
19-06-2023,MCDONALDS,752.3,Food
27-04-2023,INFOSYS SALARY,88136.81,Salary
06-06-2023,BLINKIT,1705.73,Food
26-03-2024,MCDONALDS,839.17,Food
26-09-2024,AMAZON INDIA,1028.63,Shopping
06-09-2024,UPI/DECATHLON,6865.59,Shopping
23-12-2024,BLINKIT,1549.23,Food
12-05-2023,DISNEY+ HOTSTAR,377.34,Entertainment
03-08-2023,GROWW SIP,19241.71,Investment
16-08-2023,UPI/KFC,2068.63,Food
11-05-2023,GROWW SIP,17276.34,Investment
05-10-2024,UNIQLO,2425.01,Shopping
27-05-2023,BOOKMYSHOW,579.32,Entertainment
15-11-2023,UPI/ZOMATO,971.94,Food
06-10-2024,STARBUCKS,487.26,Food
25-01-2024,DISNEY+ HOTSTAR,904.2,Entertainment
24-11-2024,UPI/SWIGGY,493.46,Food
30-05-2024,ZARA,3773.29,Shopping
22-12-2023,UNIQLO,4257.11,Shopping
13-04-2023,ZARA,6004.37,Shopping
21-07-2023,MCDONALDS,435.68,Food
10-05-2024,TO LANDLORD,34598,Rent
19-09-2023,ZARA,1356,Shopping
16-07-2024,MCDONALDS,927.01,Food
30-10-2023,DISNEY+ HOTSTAR,203.61,Entertainment
27-05-2024,UNIQLO,5791.76,Shopping
26-05-2024,BLINKIT,1440.64,Food
04-01-2024,BLINKIT,2143.28,Food
23-09-2023,MCDONALDS,1253.37,Food
15-08-2024,FLIPKART,5185.25,Shopping
28-05-2023,PVR CINEMAS,761.34,Entertainment
29-01-2024,ZARA,2255.53,Shopping
27-08-2024,GROWW SIP,13500.92,Investment
10-11-2023,GROCERY STORE,2125.34,Food
16-02-2023,MYNTRA,6319.36,Shopping
12-03-2023,SPOTIFY PREMIUM,1467.9,Entertainment
14-10-2024,ICICI CAR LOAN,32550.9,EMI
24-07-2023,NPS CONTRIBUTION,7426.32,Investment
01-01-2024,PPF TRANSFER,11611.47,Investment
29-09-2023,BESCOM BILL,706.24,Utilities
27-07-2023,AMAZON INDIA,6502.28,Shopping
02-08-2023,MYNTRA,753.12,Shopping
02-07-2023,BESCOM BILL,803.41,Utilities
18-02-2024,UPI/DECATHLON,6117.67,Shopping
09-01-2024,UPI/DECATHLON,2030.03,Shopping
31-12-2023,SPOTIFY PREMIUM,203.42,Entertainment
26-11-2024,UNIQLO,3878.24,Shopping
10-12-2024,PVR CINEMAS,950.85,Entertainment
25-09-2024,DOMINOS PIZZA,2298.34,Food
26-01-2023,STARBUCKS,972.56,Food
07-10-2024,FLIPKART,6790.32,Shopping
01-09-2023,BLINKIT,388.27,Food
22-03-2024,MCDONALDS,2274.35,Food
10-12-2023,NPS CONTRIBUTION,12211.94,Investment
18-10-2024,UNIQLO,7613.4,Shopping
31-10-2023,IGL GAS BILL,916.75,Utilities
06-09-2024,BLINKIT,2005.85,Food
16-12-2024,NETFLIX SUB,358.72,Entertainment
18-09-2024,NETFLIX SUB,261.92,Entertainment
23-11-2024,AMAZON INDIA,621.58,Shopping
03-06-2024,BESCOM BILL,2368.49,Utilities
09-04-2024,AIRTEL POSTPAID,1135.23,Utilities
18-05-2023,NETFLIX SUB,493.42,Entertainment
12-02-2024,SBI HOME LOAN EMI,44073.68,EMI
20-04-2024,MYNTRA,6673.64,Shopping
22-07-2023,BOOKMYSHOW,684.43,Entertainment
03-03-2024,UNIQLO,3866.15,Shopping
28-09-2024,UPI/SWIGGY,1564.2,Food
30-09-2023,UPI/DECATHLON,3522.93,Shopping
24-08-2023,STARBUCKS,1941.93,Food
22-05-2023,STARBUCKS,2094.8,Food
09-11-2024,UPI/ZOMATO,1542.76,Food
15-04-2023,UPI/ZOMATO,2263.61,Food
11-06-2023,GROCERY STORE,393.37,Food
25-11-2024,MYNTRA,3551.05,Shopping
18-11-2024,DOMINOS PIZZA,232.22,Food
17-08-2023,AMAZON INDIA,746.02,Shopping
17-03-2024,ZARA,5998.54,Shopping
06-01-2023,PPF TRANSFER,18453.71,Investment
29-12-2024,IGL GAS BILL,1553.52,Utilities
30-03-2024,FLIPKART,3645.79,Shopping
11-07-2023,SPOTIFY PREMIUM,591.32,Entertainment
14-04-2024,UPI/SWIGGY,1600.61,Food
31-01-2023,DOMINOS PIZZA,1965.19,Food
07-11-2024,FLIPKART,1145.64,Shopping
20-02-2024,PVR CINEMAS,435.54,Entertainment
12-11-2023,MCDONALDS,1193.29,Food
03-01-2024,BESCOM BILL,2910.99,Utilities
19-08-2023,PVR CINEMAS,1307.37,Entertainment
25-03-2024,MCDONALDS,1670.26,Food
16-10-2023,DOMINOS PIZZA,735.85,Food
24-10-2024,MCDONALDS,2122.77,Food
13-07-2023,IGL GAS BILL,2209.33,Utilities
10-11-2023,UPI/RENT TRANSFER,16000,Rent
06-02-2024,ACH DEBIT - HDFC HOME LOAN,36166.41,EMI
01-05-2023,NETFLIX SUB,1167.96,Entertainment
27-01-2024,UPI/KFC,900.08,Food
21-03-2023,TO LANDLORD,18482.71,Rent
29-08-2023,AMAZON INDIA,5272.03,Shopping
17-02-2024,JIO FIBER,2614.62,Utilities
17-03-2024,UPI/ZOMATO,1438.18,Food
07-03-2023,UPI/ZOMATO,866.33,Food
27-03-2024,NETFLIX SUB,1041.89,Entertainment
05-08-2023,ZERODHA BROKING,11853.69,Investment
02-03-2023,MYNTRA,1424.59,Shopping
03-10-2023,BLINKIT,1156.04,Food
03-12-2024,UPI/ZOMATO,632.72,Food
06-09-2024,PVR CINEMAS,818,Entertainment
12-12-2023,UNIQLO,1470.61,Shopping
30-01-2024,DISNEY+ HOTSTAR,418.17,Entertainment
09-08-2023,BLINKIT,1715.8,Food
19-11-2023,PVR CINEMAS,1007,Entertainment
20-05-2023,UPI/KFC,1378.76,Food
22-12-2023,BLINKIT,2072.48,Food
21-11-2023,DOMINOS PIZZA,1528.87,Food
01-01-2024,UNIQLO,3210.75,Shopping
26-04-2024,AMAZON INDIA,3129.45,Shopping
11-01-2023,BESCOM BILL,1790.38,Utilities
15-05-2024,UNIQLO,6529.18,Shopping
19-06-2024,CREDIT - SALARY,108937.06,Salary
30-06-2023,SPOTIFY PREMIUM,1013.21,Entertainment
18-07-2024,STARBUCKS,1158.48,Food
24-10-2024,NPS CONTRIBUTION,6999.2,Investment
04-05-2024,ACH DEBIT - HDFC HOME LOAN,32887.75,EMI
29-04-2023,BLINKIT,1720.45,Food
15-06-2024,DISNEY+ HOTSTAR,528.83,Entertainment
03-05-2023,BLINKIT,1364.28,Food
01-02-2023,ZARA,1448.37,Shopping
15-11-2024,BESCOM BILL,1960.5,Utilities
27-01-2024,AMAZON INDIA,1197.09,Shopping
17-04-2024,DOMINOS PIZZA,1724.81,Food
21-07-2023,UPI/KFC,1598.12,Food
09-11-2023,NPS CONTRIBUTION,9991.73,Investment
30-03-2023,AIRTEL POSTPAID,2783.4,Utilities
15-05-2024,SPOTIFY PREMIUM,837.28,Entertainment
27-11-2023,UPI/ZOMATO,1129.94,Food
02-07-2023,PVR CINEMAS,219.62,Entertainment
29-04-2023,AMAZON INDIA,1954.67,Shopping
16-10-2023,NETFLIX SUB,503.37,Entertainment
11-10-2024,STARBUCKS,973.55,Food
28-06-2023,UPI/DECATHLON,6548.89,Shopping
13-07-2024,UPI/ZOMATO,358.94,Food
11-05-2024,BOOKMYSHOW,1445.63,Entertainment
26-11-2023,FLIPKART,6456.26,Shopping
13-09-2023,UPI/SWIGGY,519.71,Food
14-11-2023,UNIQLO,5168.19,Shopping
23-10-2024,UPI/ZOMATO,190.42,Food
24-05-2024,ZERODHA BROKING,13644.38,Investment
09-11-2024,MCDONALDS,1347.22,Food
28-09-2024,UPI/ZOMATO,1040.68,Food
07-01-2023,UPI/DECATHLON,2231.43,Shopping
17-02-2023,AMAZON INDIA,700.21,Shopping
10-02-2024,GROCERY STORE,401.58,Food
01-10-2023,PVR CINEMAS,452.24,Entertainment
01-02-2024,UNIQLO,1876.47,Shopping
06-03-2023,ACH DEBIT - HDFC HOME LOAN,32153.61,EMI
16-07-2023,BLINKIT,819.67,Food
13-04-2023,DOMINOS PIZZA,1602.46,Food
11-04-2024,DISNEY+ HOTSTAR,768.75,Entertainment
22-12-2024,BESCOM BILL,1263.86,Utilities
25-04-2024,GROCERY STORE,2479.47,Food
03-11-2023,AMAZON INDIA,4589.44,Shopping
30-10-2023,ZARA,3799.68,Shopping
04-01-2024,GROCERY STORE,832.34,Food
28-07-2023,UPI/SWIGGY,2358.74,Food
23-10-2024,ZERODHA BROKING,14540.69,Investment
01-11-2023,GROCERY STORE,165.17,Food
13-11-2024,PVR CINEMAS,948.28,Entertainment
12-03-2024,UPI/ZOMATO,229.53,Food
13-11-2024,PVR CINEMAS,1128.74,Entertainment
20-10-2023,BOOKMYSHOW,455.27,Entertainment
29-04-2024,UPI/KFC,245.14,Food
11-06-2024,MCDONALDS,2341.61,Food
02-03-2023,ICICI CAR LOAN,33498.83,EMI
21-11-2023,UPI/DECATHLON,6353.01,Shopping
05-12-2024,UPI/ZOMATO,2105.07,Food
06-01-2024,ZARA,1066.71,Shopping
22-04-2024,ZARA,6477.38,Shopping
29-06-2023,SPOTIFY PREMIUM,625.77,Entertainment
06-03-2024,BLINKIT,1893.55,Food
17-06-2024,ZARA,2406.91,Shopping
18-11-2023,DISNEY+ HOTSTAR,1027.62,Entertainment
11-11-2024,BOOKMYSHOW,690.32,Entertainment
07-02-2023,STARBUCKS,1997.74,Food
18-06-2023,GROWW SIP,15735.62,Investment
31-05-2023,AMAZON INDIA,5326.47,Shopping
11-02-2024,BOOKMYSHOW,1112.07,Entertainment
26-02-2024,BESCOM BILL,1610.34,Utilities
15-02-2023,AIRTEL POSTPAID,2292.56,Utilities
17-02-2024,AMAZON INDIA,7268.23,Shopping
20-05-2024,BOOKMYSHOW,1041.03,Entertainment
18-10-2024,PVR CINEMAS,361.05,Entertainment
30-11-2024,UNIQLO,6629.89,Shopping
30-05-2023,AIRTEL POSTPAID,934.4,Utilities
24-02-2023,NETFLIX SUB,1293.21,Entertainment
24-02-2023,JIO FIBER,1117.7,Utilities
06-02-2023,UPI/SWIGGY,453.61,Food
09-02-2024,UPI/SWIGGY,2090.3,Food
16-06-2023,DOMINOS PIZZA,903.81,Food
11-11-2023,UPI/ZOMATO,1014.42,Food
30-08-2024,NETFLIX SUB,792.5,Entertainment
20-03-2024,DOMINOS PIZZA,381.13,Food
18-04-2023,DOMINOS PIZZA,2008.16,Food
03-01-2023,UNIQLO,5509.2,Shopping
28-08-2023,UPI/ZOMATO,327.51,Food
21-01-2024,JIO FIBER,1875.81,Utilities
01-05-2023,DOMINOS PIZZA,1438.68,Food
19-07-2023,BOOKMYSHOW,415.41,Entertainment
03-05-2023,FLIPKART,7815.31,Shopping
27-03-2024,HOUSE RENT,30896.8,Rent
26-10-2024,GROCERY STORE,417.42,Food
12-05-2023,MYNTRA,6237.42,Shopping
04-09-2024,PVR CINEMAS,560.13,Entertainment
16-08-2024,UPI/KFC,1420.65,Food
03-04-2024,MYNTRA,2323.48,Shopping
03-04-2023,DOMINOS PIZZA,1229.43,Food
22-12-2024,UNIQLO,6895.45,Shopping
09-11-2024,HOUSE RENT,17055.07,Rent
24-07-2024,MYNTRA,559.34,Shopping
30-10-2023,GROWW SIP,7386.55,Investment
07-02-2023,MYNTRA,2660.84,Shopping
08-01-2023,ZARA,1066.39,Shopping
04-11-2023,UPI/KFC,2331.39,Food
12-12-2024,UPI/SWIGGY,1209.71,Food
10-04-2024,AMAZON INDIA,4590.19,Shopping
30-11-2024,NETFLIX SUB,940.47,Entertainment
19-03-2024,AIRTEL POSTPAID,1041.65,Utilities
12-09-2023,NPS CONTRIBUTION,17818.04,Investment
28-05-2024,NETFLIX SUB,807.2,Entertainment
13-01-2024,DISNEY+ HOTSTAR,1470.68,Entertainment
18-10-2023,DISNEY+ HOTSTAR,339.14,Entertainment
01-05-2023,GROCERY STORE,231.02,Food
18-07-2024,UPI/KFC,2461.76,Food
03-11-2024,BLINKIT,254.63,Food
24-03-2023,UPI/KFC,994.53,Food
19-09-2024,ZARA,1174.59,Shopping
23-07-2023,UPI/DECATHLON,5545.27,Shopping
16-02-2024,UNIQLO,879.23,Shopping
25-04-2024,IGL GAS BILL,905.61,Utilities
29-11-2024,UNIQLO,2113.87,Shopping
06-07-2023,UPI/KFC,1886.63,Food
05-02-2024,NETFLIX SUB,1268.4,Entertainment
07-01-2023,FLIPKART,5195.75,Shopping
28-03-2024,BOOKMYSHOW,381.76,Entertainment
31-07-2024,UNIQLO,1895.67,Shopping
22-01-2024,UPI/ZOMATO,2109.43,Food
14-03-2023,STARBUCKS,1810.65,Food
14-01-2023,NPS CONTRIBUTION,9009.79,Investment
04-01-2023,GROWW SIP,14284.92,Investment
30-05-2024,MYNTRA,5530.03,Shopping
31-10-2023,JIO FIBER,2691.88,Utilities
17-03-2024,PVR CINEMAS,235.69,Entertainment
24-05-2023,ZARA,4960.38,Shopping
10-06-2023,MYNTRA,3615.81,Shopping
19-04-2024,UPI/DECATHLON,5323.6,Shopping
08-01-2024,UPI/KFC,221.92,Food
29-12-2023,ZARA,1869.41,Shopping
25-02-2023,STARBUCKS,1286.14,Food
18-11-2023,BLINKIT,598.57,Food
01-03-2023,PPF TRANSFER,11665.95,Investment
31-08-2024,JIO FIBER,2240.91,Utilities
09-12-2023,UPI/SWIGGY,2044.16,Food
29-11-2023,UNIQLO,2392.03,Shopping
29-12-2024,DOMINOS PIZZA,1189.62,Food
13-07-2023,ACCENTURE PAYROLL,116609.2,Salary
09-01-2024,SBI HOME LOAN EMI,39708.81,EMI
24-02-2023,UPI/SWIGGY,561.2,Food
26-08-2024,DISNEY+ HOTSTAR,1211.58,Entertainment
17-09-2024,BESCOM BILL,2486.92,Utilities
03-12-2024,PPF TRANSFER,17037.42,Investment
03-02-2023,NETFLIX SUB,391.26,Entertainment
07-05-2024,INFOSYS SALARY,86501.16,Salary
18-10-2024,AMAZON INDIA,1650.12,Shopping
06-10-2024,AMAZON INDIA,7106.83,Shopping
04-04-2024,AIRTEL POSTPAID,2910.85,Utilities
02-06-2023,AIRTEL POSTPAID,1118.23,Utilities
25-11-2023,PVR CINEMAS,739.49,Entertainment
17-11-2024,DOMINOS PIZZA,185.48,Food
22-08-2023,FLIPKART,4926.54,Shopping
14-04-2024,ZARA,4202.21,Shopping
25-02-2023,FLIPKART,7233.44,Shopping
28-09-2024,UPI/DECATHLON,1443.18,Shopping
20-08-2023,MCDONALDS,862.28,Food
02-07-2023,PVR CINEMAS,914.23,Entertainment
14-10-2024,STARBUCKS,2125.44,Food
25-05-2024,JIO FIBER,938.57,Utilities
17-02-2024,JIO FIBER,2297.98,Utilities
19-09-2024,JIO FIBER,839.3,Utilities
11-12-2024,DOMINOS PIZZA,1501.26,Food
28-09-2024,AIRTEL POSTPAID,2779.38,Utilities
02-03-2024,BLINKIT,612.51,Food
01-12-2024,AIRTEL POSTPAID,2344.97,Utilities
18-06-2023,ZERODHA BROKING,17713.14,Investment
26-11-2024,BOOKMYSHOW,1073.31,Entertainment
26-02-2023,MCDONALDS,1854.72,Food
03-12-2024,NETFLIX SUB,1100.71,Entertainment
28-09-2023,DOMINOS PIZZA,1183.29,Food
14-03-2024,MCDONALDS,1512.4,Food
16-09-2023,BLINKIT,561.29,Food
14-12-2024,TO LANDLORD,29839.48,Rent
13-10-2023,UNIQLO,3946.91,Shopping
31-01-2023,AMAZON INDIA,5129.06,Shopping
18-07-2023,NETFLIX SUB,831.63,Entertainment
01-02-2024,INFOSYS SALARY,107823.89,Salary
28-10-2024,FLIPKART,7909.58,Shopping
31-10-2023,STARBUCKS,1989.83,Food
25-08-2024,DISNEY+ HOTSTAR,686.82,Entertainment
16-05-2024,UPI/KFC,1420.99,Food
17-05-2024,FLIPKART,6544.96,Shopping
27-06-2023,UPI/KFC,1100.39,Food
22-09-2023,PVR CINEMAS,1469.57,Entertainment
02-01-2024,MCDONALDS,493.27,Food
15-11-2024,SPOTIFY PREMIUM,884.2,Entertainment
17-10-2023,NPS CONTRIBUTION,17625.2,Investment
23-10-2024,MCDONALDS,1732.74,Food
26-03-2024,ACH DEBIT - HDFC HOME LOAN,32713.89,EMI
08-08-2023,BESCOM BILL,1051.31,Utilities
11-05-2024,ZERODHA BROKING,5894.42,Investment
01-05-2023,ICICI CAR LOAN,34503.42,EMI
24-08-2024,ZARA,4028.32,Shopping
08-07-2023,GROCERY STORE,2390.64,Food
09-08-2023,MCDONALDS,495.69,Food
08-12-2023,PVR CINEMAS,1357.13,Entertainment
01-05-2023,JIO FIBER,853.58,Utilities
21-04-2023,BOOKMYSHOW,650.27,Entertainment
02-03-2023,GROWW SIP,9064.46,Investment
30-10-2024,STARBUCKS,1790.64,Food
02-07-2023,ICICI CAR LOAN,42939.01,EMI
12-01-2023,STARBUCKS,2455.59,Food
29-02-2024,BAJAJ FINSERV EMI,25024.57,EMI
